id,plot,block,location,locationAbb,locationYear,latitude,longitude,riverkm,distanceRiver,MEM1_2017,MEM2_2018,MEM1_2019,MEM1_2021,MEM2_2021,surveyYear,constructionYear,plotAge,exposition,side,PC1soil,PC2soil,PC3soil,PC1constructionYear,PC2constructionYear,PC3constructionYear,accumulatedCov,speciesRichness,botanist,conf.low,conf.high
X45_m_2018,45,23,Deggendorf_West,DEG,DEG-2007,5411360,4568677,2286,213.7,NA,0.98294334,NA,NA,NA,2018,2007,11,south,water,-0.3195,0.1839,-0.0236,0.0508,-0.8398,0.8966,71.3,17,Jakob_Huber,178,178
X45_m_2019,45,23,Deggendorf_West,DEG,DEG-2007,5411360,4568677,2286,213.7,NA,NA,1.293807323,NA,NA,2019,2007,12,south,water,-0.3195,0.1839,-0.0236,0.0508,-0.8398,0.8966,69.3,17,Jakob_Huber_Linda_Weggler,179,179
X45_m_2021,45,23,Deggendorf_West,DEG,DEG-2007,5411360,4568677,2286,213.7,NA,NA,NA,1.293807323,0.98294334,2021,2007,14,south,water,-0.3195,0.1839,-0.0236,0.0508,-0.8398,0.8966,63.8,11,Markus Bauer,180,180
X46_m_2017,46,23,Deggendorf_West,DEG,DEG-2007,5411372,4568682,2286,226.6,1.293782638,NA,NA,NA,NA,2017,2007,10,north,land,0.1217,0.5595,-0.8759,0.0508,-0.8398,0.8966,81.8,29,Jakob_Huber_Jakob_Strak,181,181
X46_m_2018,46,23,Deggendorf_West,DEG,DEG-2007,5411372,4568682,2286,226.6,NA,0.982943663,NA,NA,NA,2018,2007,11,north,land,0.1217,0.5595,-0.8759,0.0508,-0.8398,0.8966,61.2,20,Jakob_Huber,182,182
X46_m_2019,46,23,Deggendorf_West,DEG,DEG-2007,5411372,4568682,2286,226.6,NA,NA,1.293782638,NA,NA,2019,2007,12,north,land,0.1217,0.5595,-0.8759,0.0508,-0.8398,0.8966,84.5,20,Jakob_Huber_Linda_Weggler,183,183
X46_m_2021,46,23,Deggendorf_West,DEG,DEG-2007,5411372,4568682,2286,226.6,NA,NA,NA,1.293782638,0.982943663,2021,2007,14,north,land,0.1217,0.5595,-0.8759,0.0508,-0.8398,0.8966,76,22,Markus Bauer,184,184
X51_m_2017,51,26,Stoegermuehlbach,STO,STO-2002,5404855,4571060,2278,1318.5,1.385887826,NA,NA,NA,NA,2017,2002,15,south,water,-0.5363,0.5365,-0.6406,1.512,-0.647,-0.7922,44.2,42,Jakob_Huber_Simon_Reith_Jakob_Strak,201,201
X51_m_2018,51,26,Stoegermuehlbach,STO,STO-2002,5404855,4571060,2278,1318.5,NA,-0.117737608,NA,NA,NA,2018,2002,16,south,water,-0.5363,0.5365,-0.6406,1.512,-0.647,-0.7922,75.9,30,Jakob_Huber,202,202
X51_m_2019,51,26,Stoegermuehlbach,STO,STO-2002,5404855,4571060,2278,1318.5,NA,NA,1.385887826,NA,NA,2019,2002,17,south,water,-0.5363,0.5365,-0.6406,1.512,-0.647,-0.7922,90.5,33,Jakob_Huber_Linda_Weggler,203,203
X51_m_2021,51,26,Stoegermuehlbach,STO,STO-2002,5404855,4571060,2278,1318.5,NA,NA,NA,1.385887826,-0.117737608,2021,2002,19,south,water,-0.5363,0.5365,-0.6406,1.512,-0.647,-0.7922,53.9,25,Markus Bauer,204,204
X53_m_2017,53,27,Stoegermuehlbach,STO,STO-2002,5404794,4570793,2278,1133.9,1.385932736,NA,NA,NA,NA,2017,2002,15,south,water,-1.4063,0.4311,0.1999,1.512,-0.647,-0.7922,86.1,28,Jakob_Huber,209,209
X53_m_2018,53,27,Stoegermuehlbach,STO,STO-2002,5404794,4570793,2278,1133.9,NA,-0.116634753,NA,NA,NA,2018,2002,16,south,water,-1.4063,0.4311,0.1999,1.512,-0.647,-0.7922,68.4,13,Jakob_Huber,210,210
X53_m_2019,53,27,Stoegermuehlbach,STO,STO-2002,5404794,4570793,2278,1133.9,NA,NA,1.385932736,NA,NA,2019,2002,17,south,water,-1.4063,0.4311,0.1999,1.512,-0.647,-0.7922,69.6,29,Jakob_Huber_Linda_Weggler,211,211
X53_m_2021,53,27,Stoegermuehlbach,STO,STO-2002,5404794,4570793,2278,1133.9,NA,NA,NA,1.385932736,-0.116634753,2021,2002,19,south,water,-1.4063,0.4311,0.1999,1.512,-0.647,-0.7922,46.5,16,Markus Bauer,212,212
X54_m_2017,54,27,Stoegermuehlbach,STO,STO-2002,5404803,4570789,2278,1125.5,1.385961332,NA,NA,NA,NA,2017,2002,15,north,land,-0.9746,0.4349,1.1187,1.512,-0.647,-0.7922,61.1,29,Jakob_Huber_Simon_Reith_Jakob_Strak,213,213
X54_m_2018,54,27,Stoegermuehlbach,STO,STO-2002,5404803,4570789,2278,1125.5,NA,-0.116471688,NA,NA,NA,2018,2002,16,north,land,-0.9746,0.4349,1.1187,1.512,-0.647,-0.7922,90.4,29,Jakob_Huber,214,214
X54_m_2019,54,27,Stoegermuehlbach,STO,STO-2002,5404803,4570789,2278,1125.5,NA,NA,1.385961332,NA,NA,2019,2002,17,north,land,-0.9746,0.4349,1.1187,1.512,-0.647,-0.7922,55.3,25,Jakob_Huber_Linda_Weggler,215,215
X54_m_2021,54,27,Stoegermuehlbach,STO,STO-2002,5404803,4570789,2278,1125.5,NA,NA,NA,1.385961332,-0.116471688,2021,2002,19,north,land,-0.9746,0.4349,1.1187,1.512,-0.647,-0.7922,46.1,33,Markus Bauer,216,216
X55_m_2017,55,28,Hofkirchen,HOF,HOF-2012,5393648,4582311,2256,182.4,0.401468803,NA,NA,NA,NA,2017,2012,5,south,water,0.1499,-2.0227,-0.5676,1.1355,-0.0252,0.6262,66.2,26,Jakob_Huber_Simon_Reith_Jakob_Strak,217,217
X55_m_2018,55,28,Hofkirchen,HOF,HOF-2012,5393648,4582311,2256,182.4,NA,-2.616905071,NA,NA,NA,2018,2012,6,south,water,0.1499,-2.0227,-0.5676,1.1355,-0.0252,0.6262,105.5,21,Jakob_Huber,218,218
X55_m_2019,55,28,Hofkirchen,HOF,HOF-2012,5393648,4582311,2256,182.4,NA,NA,0.401468803,NA,NA,2019,2012,7,south,water,0.1499,-2.0227,-0.5676,1.1355,-0.0252,0.6262,128,35,Jakob_Huber_Linda_Weggler,219,219
X55_m_2021,55,28,Hofkirchen,HOF,HOF-2012,5393648,4582311,2256,182.4,NA,NA,NA,0.401468803,-2.616905071,2021,2012,9,south,water,0.1499,-2.0227,-0.5676,1.1355,-0.0252,0.6262,88.4,28,Markus Bauer,220,220
X56_m_2017,56,28,Hofkirchen,HOF,HOF-2012,5393656,4582309,2256,180.6,0.401472999,NA,NA,NA,NA,2017,2012,5,north,land,0.3274,-0.9129,0.0657,1.1355,-0.0252,0.6262,45.4,40,Jakob_Huber_Simon_Reith_Jakob_Strak,221,221
X56_m_2018,56,28,Hofkirchen,HOF,HOF-2012,5393656,4582309,2256,180.6,NA,-2.61695176,NA,NA,NA,2018,2012,6,north,land,0.3274,-0.9129,0.0657,1.1355,-0.0252,0.6262,81,33,Jakob_Huber,222,222
X56_m_2019,56,28,Hofkirchen,HOF,HOF-2012,5393656,4582309,2256,180.6,NA,NA,0.401472999,NA,NA,2019,2012,7,north,land,0.3274,-0.9129,0.0657,1.1355,-0.0252,0.6262,146.5,33,Jakob_Huber_Linda_Weggler,223,223
X56_m_2021,56,28,Hofkirchen,HOF,HOF-2012,5393656,4582309,2256,180.6,NA,NA,NA,0.401472999,-2.61695176,2021,2012,9,north,land,0.3274,-0.9129,0.0657,1.1355,-0.0252,0.6262,112.6,38,Markus Bauer,224,224
X61_o_2017,61,31,Muehlheim-Ruckasing,MUE,MUE-2007,5398153,4575179,2269,70.1,0.81198267,NA,NA,NA,NA,2017,2007,10,north,water,0.1075,0.5728,-0.2535,0.0508,-0.8398,0.8966,80.6,29,Jakob_Huber_Simon_Reith_Jakob_Strak,241,241
X61_o_2018,61,31,Muehlheim-Ruckasing,MUE,MUE-2007,5398153,4575179,2269,70.1,NA,-2.734300898,NA,NA,NA,2018,2007,11,north,water,0.1075,0.5728,-0.2535,0.0508,-0.8398,0.8966,103.5,29,Jakob_Huber,242,242
X61_o_2019,61,31,Muehlheim-Ruckasing,MUE,MUE-2007,5398153,4575179,2269,70.1,NA,NA,0.81198267,NA,NA,2019,2007,12,north,water,0.1075,0.5728,-0.2535,0.0508,-0.8398,0.8966,96.5,36,Jakob_Huber_Linda_Weggler,243,243
X61_o_2021,61,31,Muehlheim-Ruckasing,MUE,MUE-2007,5398153,4575179,2269,70.1,NA,NA,NA,0.81198267,-2.734300898,2021,2007,14,north,water,0.1075,0.5728,-0.2535,0.0508,-0.8398,0.8966,103.8,33,Markus Bauer,244,244
X62_m_2017,62,31,Muehlheim-Ruckasing,MUE,MUE-2007,5398141,4575175,2269,81.5,0.811959824,NA,NA,NA,NA,2017,2007,10,south,land,0.7871,0.4037,0.0939,0.0508,-0.8398,0.8966,58.2,19,Jakob_Huber,245,245
X62_m_2018,62,31,Muehlheim-Ruckasing,MUE,MUE-2007,5398141,4575175,2269,81.5,NA,-2.734316717,NA,NA,NA,2018,2007,11,south,land,0.7871,0.4037,0.0939,0.0508,-0.8398,0.8966,75.2,18,Jakob_Huber,246,246
X62_m_2019,62,31,Muehlheim-Ruckasing,MUE,MUE-2007,5398141,4575175,2269,81.5,NA,NA,0.811959824,NA,NA,2019,2007,12,south,land,0.7871,0.4037,0.0939,0.0508,-0.8398,0.8966,75.1,21,Jakob_Huber_Linda_Weggler,247,247
X62_m_2021,62,31,Muehlheim-Ruckasing,MUE,MUE-2007,5398141,4575175,2269,81.5,NA,NA,NA,0.811959824,-2.734316717,2021,2007,14,south,land,0.7871,0.4037,0.0939,0.0508,-0.8398,0.8966,43.4,14,Markus Bauer,248,248
X63_m_2017,63,32,Parkstetten-Reibersdorf,PAR,PAR-2008,5418240,4543373,2319,109.8,-0.550423616,NA,NA,NA,NA,2017,2008,9,south,water,0.1487,0.7664,-0.6738,-0.7514,-0.1115,0.3944,65.8,33,Jakob_Huber_Jakob_Strak,249,249
X63_m_2018,63,32,Parkstetten-Reibersdorf,PAR,PAR-2008,5418240,4543373,2319,109.8,NA,-0.745903135,NA,NA,NA,2018,2008,10,south,water,0.1487,0.7664,-0.6738,-0.7514,-0.1115,0.3944,99.3,35,Jakob_Huber,250,250
X63_m_2019,63,32,Parkstetten-Reibersdorf,PAR,PAR-2008,5418240,4543373,2319,109.8,NA,NA,-0.550423616,NA,NA,2019,2008,11,south,water,0.1487,0.7664,-0.6738,-0.7514,-0.1115,0.3944,93.5,38,Jakob_Huber_Linda_Weggler,251,251
X63_m_2021,63,32,Parkstetten-Reibersdorf,PAR,PAR-2008,5418240,4543373,2319,109.8,NA,NA,NA,-0.550423616,-0.745903135,2021,2008,13,south,water,0.1487,0.7664,-0.6738,-0.7514,-0.1115,0.3944,86.6,22,Markus Bauer,252,252
X64_m_2017,64,32,Parkstetten-Reibersdorf,PAR,PAR-2008,5418247,4543362,2319,122.8,-0.550393767,NA,NA,NA,NA,2017,2008,9,north,land,2.2407,0.7158,0.106,-0.7514,-0.1115,0.3944,28.7,37,Jakob_Huber_Simon_Reith_Jakob_Strak,253,253
X64_m_2018,64,32,Parkstetten-Reibersdorf,PAR,PAR-2008,5418247,4543362,2319,122.8,NA,-0.745917013,NA,NA,NA,2018,2008,10,north,land,2.2407,0.7158,0.106,-0.7514,-0.1115,0.3944,56,32,Jakob_Huber,254,254
X64_m_2019,64,32,Parkstetten-Reibersdorf,PAR,PAR-2008,5418247,4543362,2319,122.8,NA,NA,-0.550393767,NA,NA,2019,2008,11,north,land,2.2407,0.7158,0.106,-0.7514,-0.1115,0.3944,63.9,37,Jakob_Huber_Linda_Weggler,255,255
X64_m_2021,64,32,Parkstetten-Reibersdorf,PAR,PAR-2008,5418247,4543362,2319,122.8,NA,NA,NA,-0.550393767,-0.745917013,2021,2008,13,north,land,2.2407,0.7158,0.106,-0.7514,-0.1115,0.3944,59.9,38,Markus Bauer,256,256
X65_m_2017,65,33,Stoegermuehlbach,STO,STO-2002,5405220,4572285,2278,1726.1,1.384961604,NA,NA,NA,NA,2017,2002,15,south,land,0.1964,-0.0403,-0.9718,1.512,-0.647,-0.7922,84.8,29,Jakob_Huber_Simon_Reith_Jakob_Strak,257,257
X65_m_2018,65,33,Stoegermuehlbach,STO,STO-2002,5405220,4572285,2278,1726.1,NA,-0.121868103,NA,NA,NA,2018,2002,16,south,land,0.1964,-0.0403,-0.9718,1.512,-0.647,-0.7922,87.1,26,Jakob_Huber,258,258
X65_m_2019,65,33,Stoegermuehlbach,STO,STO-2002,5405220,4572285,2278,1726.1,NA,NA,1.384961604,NA,NA,2019,2002,17,south,land,0.1964,-0.0403,-0.9718,1.512,-0.647,-0.7922,130.2,36,Jakob_Huber_Linda_Weggler,259,259
X65_m_2021,65,33,Stoegermuehlbach,STO,STO-2002,5405220,4572285,2278,1726.1,NA,NA,NA,1.384961604,-0.121868103,2021,2002,19,south,land,0.1964,-0.0403,-0.9718,1.512,-0.647,-0.7922,101.8,27,Markus Bauer,260,260
X66_m_2017,66,33,Stoegermuehlbach,STO,STO-2002,5405229,4572279,2278,1723,1.384996537,NA,NA,NA,NA,2017,2002,15,north,water,0.2249,-0.044,-1.0837,1.512,-0.647,-0.7922,105.9,22,Jakob_Huber_Simon_Reith_Jakob_Strak,261,261
X66_m_2018,66,33,Stoegermuehlbach,STO,STO-2002,5405229,4572279,2278,1723,NA,-0.121688407,NA,NA,NA,2018,2002,16,north,water,0.2249,-0.044,-1.0837,1.512,-0.647,-0.7922,50.9,28,Jakob_Huber,262,262
X66_m_2019,66,33,Stoegermuehlbach,STO,STO-2002,5405229,4572279,2278,1723,NA,NA,1.384996537,NA,NA,2019,2002,17,north,water,0.2249,-0.044,-1.0837,1.512,-0.647,-0.7922,113.9,36,Jakob_Huber_Linda_Weggler,263,263
X66_m_2021,66,33,Stoegermuehlbach,STO,STO-2002,5405229,4572279,2278,1723,NA,NA,NA,1.384996537,-0.121688407,2021,2002,19,north,water,0.2249,-0.044,-1.0837,1.512,-0.647,-0.7922,86.5,28,Markus Bauer,264,264
X67_o_2017,67,34,Pfelling,PFE,PFE-2008,5415826,4555183,2305,120.3,-0.905025032,NA,NA,NA,NA,2017,2008,9,south,water,-0.4759,0.0589,-0.1642,-0.7514,-0.1115,0.3944,64.5,43,Jakob_Huber_Simon_Reith_Jakob_Strak,265,265
X67_o_2018,67,34,Pfelling,PFE,PFE-2008,5415826,4555183,2305,120.3,NA,0.170004634,NA,NA,NA,2018,2008,10,south,water,-0.4759,0.0589,-0.1642,-0.7514,-0.1115,0.3944,70.3,30,Jakob_Huber,266,266
X67_o_2019,67,34,Pfelling,PFE,PFE-2008,5415826,4555183,2305,120.3,NA,NA,-0.905025032,NA,NA,2019,2008,11,south,water,-0.4759,0.0589,-0.1642,-0.7514,-0.1115,0.3944,129.8,39,Jakob_Huber_Linda_Weggler,267,267
X67_o_2021,67,34,Pfelling,PFE,PFE-2008,5415826,4555183,2305,120.3,NA,NA,NA,-0.905025032,0.170004634,2021,2008,13,south,water,-0.4759,0.0589,-0.1642,-0.7514,-0.1115,0.3944,67.1,28,Markus Bauer,268,268
X68_m_2017,68,34,Pfelling,PFE,PFE-2008,5415833,4555191,2305,131,-0.904985686,NA,NA,NA,NA,2017,2008,9,north,land,0.5285,0.2463,0.5791,-0.7514,-0.1115,0.3944,55.3,23,Jakob_Huber_Simon_Reith_Jakob_Strak,269,269
X68_m_2018,68,34,Pfelling,PFE,PFE-2008,5415833,4555191,2305,131,NA,0.170016423,NA,NA,NA,2018,2008,10,north,land,0.5285,0.2463,0.5791,-0.7514,-0.1115,0.3944,55.3,23,Jakob_Huber,270,270
X68_m_2019,68,34,Pfelling,PFE,PFE-2008,5415833,4555191,2305,131,NA,NA,-0.904985686,NA,NA,2019,2008,11,north,land,0.5285,0.2463,0.5791,-0.7514,-0.1115,0.3944,98.1,33,Jakob_Huber_Linda_Weggler,271,271
X68_m_2021,68,34,Pfelling,PFE,PFE-2008,5415833,4555191,2305,131,NA,NA,NA,-0.904985686,0.170016423,2021,2008,13,north,land,0.5285,0.2463,0.5791,-0.7514,-0.1115,0.3944,29.1,19,Markus Bauer,272,272
X70_m_2017,70,35,Irlbach,IRL,IRL-2011,5412675,4554990,2301,1228,-0.752320051,NA,NA,NA,NA,2017,2011,6,south,land,0.5942,0.1627,0.4779,-0.2795,-0.2306,-0.9709,41.6,10,Jakob_Huber,277,277
X70_m_2018,70,35,Irlbach,IRL,IRL-2011,5412675,4554990,2301,1228,NA,0.603339626,NA,NA,NA,2018,2011,7,south,land,0.5942,0.1627,0.4779,-0.2795,-0.2306,-0.9709,48.8,12,Jakob_Huber,278,278
X70_m_2019,70,35,Irlbach,IRL,IRL-2011,5412675,4554990,2301,1228,NA,NA,-0.752320051,NA,NA,2019,2011,8,south,land,0.5942,0.1627,0.4779,-0.2795,-0.2306,-0.9709,65.3,15,Jakob_Huber_Linda_Weggler,279,279
X70_m_2021,70,35,Irlbach,IRL,IRL-2011,5412675,4554990,2301,1228,NA,NA,NA,-0.752320051,0.603339626,2021,2011,10,south,land,0.5942,0.1627,0.4779,-0.2795,-0.2306,-0.9709,31.1,12,Markus Bauer,280,280
